pharmacy_id,name,distance_km,price,stock,expiry_date,city,state,target_score
P627,Med Drugstore,1.24,41,188,2026-08-21,Delhi,Delhi,0.8474
P628,Wellness Pharmacy,2.75,30,91,2027-10-03,Ahmedabad,Gujarat,0.8279
P629,Pharma Drugstore,0.07,89,34,2026-12-03,Ahmedabad,Gujarat,0.6561
P630,Med Drugstore,0.58,64,138,2026-06-07,Ahmedabad,Gujarat,0.7979
P631,Care Drugstore,2.5,65,39,2025-12-06,Delhi,Delhi,0.5633
P632,Life Drugstore,4.51,82,2,2028-09-08,Ahmedabad,Gujarat,0.5181
P633,Care Pharmacy,1.43,85,74,2025-12-20,Kolkata,West Bengal,0.587
P634,HealthPlus Chemists,1.52,89,101,2028-02-12,Pune,Maharashtra,0.6999
P635,HealthPlus Drugstore,0.23,28,160,2027-06-15,Hyderabad,Telangana,0.9122
P636,Care Chemists,1.19,56,17,2027-07-22,Mumbai,Maharashtra,0.7012
P637,Pharma Chemists,1.52,61,159,2027-09-23,Bangalore,Karnataka,0.7816
P638,Wellness Pharmacy,0.56,73,47,2027-07-06,Hyderabad,Telangana,0.7059
P639,Wellness Chemists,0.63,13,23,2028-09-11,Chennai,Tamil Nadu,0.849
P640,Life Chemists,0.95,69,127,2028-07-12,Bangalore,Karnataka,0.7734
P641,Life Pharmacy,0.04,24,68,2026-05-01,Ahmedabad,Gujarat,0.8862
P642,Wellness Medicals,0.78,63,97,2026-08-12,Chennai,Tamil Nadu,0.7917
P643,Med Chemists,0.48,59,8,2026-06-16,Chennai,Tamil Nadu,0.7001
P644,Pharma Chemists,0.79,73,82,2026-03-02,Mumbai,Maharashtra,0.6991
P645,Care Chemists,0.26,95,50,2026-03-22,Chennai,Tamil Nadu,0.6229
P646,MedPlus Medicals,4.42,99,0,2027-06-24,Mumbai,Maharashtra,0.4684
P647,Med Medicals,1.8,10,148,2028-08-05,Delhi,Delhi,0.9228
P648,Life Pharmacy,2.27,41,0,2027-10-30,Bangalore,Karnataka,0.6949
P649,Apollo Drugstore,3.11,91,179,2026-07-13,Delhi,Delhi,0.6517
P650,Pharma Medicals,1.38,62,165,2028-05-22,Chennai,Tamil Nadu,0.7824
P651,Apollo Chemists,0.18,73,34,2026-02-24,Ahmedabad,Gujarat,0.6512
P652,Pharma Drugstore,1.54,96,125,2026-12-23,Kolkata,West Bengal,0.6789
P653,Life Chemists,1.77,67,153,2026-10-30,Mumbai,Maharashtra,0.7574
P654,Wellness Chemists,2.74,68,67,2028-06-22,Bangalore,Karnataka,0.6874
P655,Med Medicals,1.13,26,93,2027-04-09,Kolkata,West Bengal,0.8853
P656,MedPlus Chemists,0.27,45,174,2026-10-17,Hyderabad,Telangana,0.8616
P657,Life Chemists,0.67,97,0,2026-04-21,Bangalore,Karnataka,0.5645
P658,Wellness Medicals,0.9,15,27,2026-06-26,Bangalore,Karnataka,0.841
P659,Med Chemists,2.08,91,179,2026-03-16,Kolkata,West Bengal,0.6444
P660,HealthPlus Pharmacy,1.69,35,53,2026-05-18,Ahmedabad,Gujarat,0.7941
P661,Apollo Drugstore,0.88,99,106,2026-04-04,Hyderabad,Telangana,0.6663
P662,Apollo Pharmacy,8.61,45,55,2026-06-22,Mumbai,Maharashtra,0.5829
P663,HealthPlus Chemists,1.86,35,134,2026-12-07,Pune,Maharashtra,0.8483
P664,MedPlus Drugstore,0.54,85,170,2026-07-07,Delhi,Delhi,0.7377
P665,Wellness Chemists,0.21,79,168,2028-05-31,Kolkata,West Bengal,0.764
P666,Life Drugstore,0.33,65,195,2027-09-29,Chennai,Tamil Nadu,0.8016
P667,HealthPlus Chemists,0.56,104,190,2028-06-19,Ahmedabad,Gujarat,0.6817
P668,Med Pharmacy,0.35,18,0,2026-09-08,Hyderabad,Telangana,0.8132
P669,Apollo Drugstore,0.41,39,0,2027-06-24,Delhi,Delhi,0.7503
P670,MedPlus Pharmacy,0.67,74,39,2027-12-27,Chennai,Tamil Nadu,0.6901
P671,HealthPlus Drugstore,0.38,45,146,2027-02-24,Mumbai,Maharashtra,0.8586
P672,Life Chemists,4.54,42,176,2026-06-19,Hyderabad,Telangana,0.7564
P673,Apollo Chemists,0.17,39,14,2027-10-21,Kolkata,West Bengal,0.7742
P674,Med Chemists,1.49,47,197,2025-12-29,Pune,Maharashtra,0.735
P675,Apollo Drugstore,1.06,73,81,2026-10-08,Kolkata,West Bengal,0.7351
P676,HealthPlus Medicals,8.08,32,187,2028-06-05,Mumbai,Maharashtra,0.6912
P677,HealthPlus Chemists,0.24,67,100,2027-10-25,Mumbai,Maharashtra,0.7982
P678,Pharma Pharmacy,1.01,87,0,2028-09-28,Pune,Maharashtra,0.5943
P679,Wellness Medicals,6.98,83,50,2027-01-11,Chennai,Tamil Nadu,0.5093
P680,HealthPlus Pharmacy,4.01,63,110,2026-06-07,Mumbai,Maharashtra,0.7093
P681,Med Chemists,3.4,62,48,2026-01-24,Hyderabad,Telangana,0.5934
P682,Wellness Drugstore,0.6,109,113,2028-05-26,Bangalore,Karnataka,0.6661
P683,HealthPlus Medicals,0.37,56,193,2026-05-30,Mumbai,Maharashtra,0.8268
P684,Apollo Medicals,2.21,113,37,2027-07-18,Bangalore,Karnataka,0.5327
P685,Life Pharmacy,5.3,58,0,2027-02-07,Chennai,Tamil Nadu,0.5645
P686,HealthPlus Drugstore,1.63,90,159,2026-09-21,Bangalore,Karnataka,0.694
P687,Med Pharmacy,1.7,42,15,2027-06-14,Bangalore,Karnataka,0.7259
P688,Pharma Pharmacy,0.66,25,169,2027-12-13,Mumbai,Maharashtra,0.9095
P689,Apollo Drugstore,2.93,100,59,2028-10-12,Mumbai,Maharashtra,0.5789
P690,Life Chemists,0.41,98,22,2028-09-26,Ahmedabad,Gujarat,0.6057
P691,Apollo Pharmacy,0.78,65,135,2028-09-04,Pune,Maharashtra,0.7896
P692,Wellness Pharmacy,1.11,70,90,2027-08-17,Chennai,Tamil Nadu,0.7537
P693,Care Pharmacy,1.42,93,99,2026-02-04,Hyderabad,Telangana,0.6271
P694,HealthPlus Medicals,0.56,76,100,2026-06-03,Pune,Maharashtra,0.7634
P695,HealthPlus Chemists,0.24,53,39,2027-09-06,Kolkata,West Bengal,0.7628
P696,Pharma Medicals,1.89,51,35,2027-01-24,Delhi,Delhi,0.7196
P697,Care Medicals,0.68,89,197,2026-10-25,Kolkata,West Bengal,0.7223
P698,MedPlus Pharmacy,1.74,38,37,2027-09-19,Pune,Maharashtra,0.764
P699,Med Drugstore,0.34,84,163,2027-06-19,Delhi,Delhi,0.7459
P700,HealthPlus Pharmacy,1.31,26,6,2027-06-05,Chennai,Tamil Nadu,0.7717
P701,HealthPlus Medicals,1.52,19,20,2028-08-08,Delhi,Delhi,0.8041
P702,Pharma Drugstore,0.11,55,99,2026-09-13,Delhi,Delhi,0.8354
P703,HealthPlus Medicals,0.82,22,195,2027-06-11,Pune,Maharashtra,0.914
P704,HealthPlus Medicals,0.29,33,45,2028-05-23,Ahmedabad,Gujarat,0.8273
P705,Life Chemists,0.13,49,103,2028-01-24,Kolkata,West Bengal,0.8536
P706,Med Pharmacy,9.2,74,115,2026-03-02,Chennai,Tamil Nadu,0.4944
P707,Med Pharmacy,0.78,88,132,2026-03-16,Chennai,Tamil Nadu,0.6878
P708,Care Chemists,3.32,83,77,2027-07-14,Ahmedabad,Gujarat,0.6406
P709,Wellness Chemists,0.59,61,13,2026-09-23,Ahmedabad,Gujarat,0.6976
P710,Pharma Pharmacy,2.29,72,46,2026-09-09,Pune,Maharashtra,0.6614
P711,Med Drugstore,2.86,62,45,2027-01-23,Ahmedabad,Gujarat,0.6742
P712,MedPlus Drugstore,1.81,68,166,2026-11-06,Mumbai,Maharashtra,0.7534
P713,MedPlus Pharmacy,1.28,82,0,2028-01-31,Delhi,Delhi,0.6017
P714,Med Chemists,1.06,34,43,2026-10-09,Delhi,Delhi,0.8013
P715,Wellness Medicals,0.86,24,78,2028-06-06,Hyderabad,Telangana,0.8796
P716,Wellness Pharmacy,5.31,51,0,2027-05-08,Bangalore,Karnataka,0.5847
P717,Pharma Chemists,3.55,85,1,2028-09-11,Chennai,Tamil Nadu,0.5337
P718,HealthPlus Chemists,6.71,76,0,2025-12-19,Chennai,Tamil Nadu,0.3793
P719,Care Medicals,0.27,16,0,2027-11-20,Bangalore,Karnataka,0.8211
P720,Wellness Pharmacy,2.63,108,154,2026-06-03,Bangalore,Karnataka,0.6149
P721,MedPlus Chemists,5.57,32,172,2026-12-04,Ahmedabad,Gujarat,0.7581
P722,Life Pharmacy,0.4,40,76,2028-01-21,Mumbai,Maharashtra,0.8427
P723,Med Pharmacy,0.14,57,34,2027-06-21,Kolkata,West Bengal,0.7475
P724,Med Medicals,2.7,50,14,2026-06-03,Ahmedabad,Gujarat,0.6747
P725,Care Chemists,1.71,109,81,2027-11-30,Delhi,Delhi,0.6127
P726,Pharma Chemists,3.69,93,46,2027-03-27,Hyderabad,Telangana,0.5629
P727,HealthPlus Pharmacy,0.3,20,119,2026-08-04,Chennai,Tamil Nadu,0.9337
P728,Med Chemists,3.17,20,89,2027-02-13,Bangalore,Karnataka,0.8434
P729,HealthPlus Drugstore,0.45,62,17,2028-10-08,Kolkata,West Bengal,0.7034
P730,Apollo Pharmacy,0.36,57,101,2026-02-03,Delhi,Delhi,0.761
P731,HealthPlus Drugstore,0.36,77,172,2028-08-03,Bangalore,Karnataka,0.7658
P732,Wellness Chemists,3.37,44,117,2027-10-23,Ahmedabad,Gujarat,0.7818
P733,Med Pharmacy,2.19,80,144,2027-09-13,Bangalore,Karnataka,0.7083
P734,HealthPlus Drugstore,1.48,52,38,2026-02-07,Kolkata,West Bengal,0.6709
P735,Med Medicals,0.89,97,99,2026-08-02,Hyderabad,Telangana,0.6921
P736,Life Pharmacy,4.19,52,22,2027-04-06,Kolkata,West Bengal,0.6391
P737,Pharma Drugstore,1.0,48,77,2028-01-11,Bangalore,Karnataka,0.8046
P738,HealthPlus Pharmacy,3.39,77,6,2028-09-25,Delhi,Delhi,0.5675
P739,HealthPlus Drugstore,1.16,89,134,2027-10-07,Delhi,Delhi,0.7095
P740,MedPlus Medicals,0.95,54,9,2026-07-31,Bangalore,Karnataka,0.7034
P741,Care Pharmacy,1.24,108,22,2026-03-10,Mumbai,Maharashtra,0.5155
P742,Care Pharmacy,0.72,102,79,2027-02-08,Kolkata,West Bengal,0.6571
P743,HealthPlus Medicals,2.75,49,136,2028-05-27,Mumbai,Maharashtra,0.7837
P744,Care Medicals,1.4,33,0,2028-10-23,Mumbai,Maharashtra,0.7414
P745,HealthPlus Drugstore,0.53,85,69,2027-07-09,Chennai,Tamil Nadu,0.6992
P746,Wellness Pharmacy,4.6,63,86,2026-03-19,Delhi,Delhi,0.6434
P747,Apollo Chemists,0.97,14,0,2028-04-27,Pune,Maharashtra,0.8083
P748,Wellness Chemists,1.57,94,79,2027-01-15,Mumbai,Maharashtra,0.6577
P749,Pharma Medicals,4.74,42,178,2028-06-26,Hyderabad,Telangana,0.7511
P750,Pharma Chemists,1.96,64,57,2027-05-18,Kolkata,West Bengal,0.7073
P751,Med Medicals,0.25,100,83,2026-02-05,Mumbai,Maharashtra,0.6186
P752,Pharma Pharmacy,5.62,64,118,2027-07-07,Kolkata,West Bengal,0.6635
P753,Wellness Pharmacy,1.98,82,182,2027-10-04,Mumbai,Maharashtra,0.708
P754,Care Chemists,0.82,74,105,2027-04-19,Delhi,Delhi,0.7623
P755,Pharma Chemists,0.3,23,53,2028-05-06,Pune,Maharashtra,0.8662
P756,Life Medicals,3.16,48,0,2028-08-28,Mumbai,Maharashtra,0.6507
P757,Pharma Drugstore,1.94,79,113,2028-03-16,Mumbai,Maharashtra,0.7179
P758,MedPlus Chemists,1.52,61,165,2026-06-09,Chennai,Tamil Nadu,0.7816
P759,Wellness Pharmacy,4.49,44,38,2027-07-25,Pune,Maharashtra,0.6744
P760,Pharma Medicals,3.11,52,81,2027-08-21,Pune,Maharashtra,0.7416
P761,Life Pharmacy,0.33,79,156,2028-03-12,Delhi,Delhi,0.7608
P762,Care Pharmacy,0.75,80,140,2025-12-07,Kolkata,West Bengal,0.6432
P763,MedPlus Drugstore,0.57,15,110,2028-02-21,Kolkata,West Bengal,0.941
P764,Med Chemists,2.72,66,139,2026-11-26,Ahmedabad,Gujarat,0.735
P765,Wellness Medicals,0.07,88,92,2026-10-17,Hyderabad,Telangana,0.7315
P766,Wellness Medicals,1.69,10,0,2028-08-28,Pune,Maharashtra,0.8008
P767,Wellness Pharmacy,2.87,42,106,2028-04-25,Delhi,Delhi,0.801
P768,Pharma Chemists,4.19,101,115,2027-03-13,Delhi,Delhi,0.5937
P769,Med Pharmacy,0.84,93,187,2028-09-28,Hyderabad,Telangana,0.7064
P770,Med Drugstore,3.44,10,145,2027-12-30,Mumbai,Maharashtra,0.8791
P771,Pharma Pharmacy,0.23,46,187,2027-07-01,Ahmedabad,Gujarat,0.8597
P772,MedPlus Pharmacy,3.75,51,161,2026-05-14,Hyderabad,Telangana,0.7512
P773,Apollo Drugstore,0.27,97,2,2028-10-20,Ahmedabad,Gujarat,0.5874
P774,Life Chemists,1.01,80,75,2026-02-16,Hyderabad,Telangana,0.6543
P775,Care Pharmacy,3.19,100,148,2026-03-21,Hyderabad,Telangana,0.592
P776,Apollo Drugstore,0.32,69,32,2027-06-28,Hyderabad,Telangana,0.7052
P777,Wellness Drugstore,0.52,67,0,2026-07-22,Delhi,Delhi,0.6657
P778,Wellness Chemists,2.56,77,44,2027-04-03,Ahmedabad,Gujarat,0.6372
P779,Wellness Pharmacy,2.55,50,37,2026-10-17,Ahmedabad,Gujarat,0.7074
P780,Med Chemists,2.05,56,112,2026-11-13,Chennai,Tamil Nadu,0.782
P781,Life Pharmacy,2.37,95,193,2026-03-23,Delhi,Delhi,0.6299
P782,Pharma Chemists,1.56,74,121,2027-03-29,Pune,Maharashtra,0.7426
P783,Med Chemists,0.58,42,135,2025-12-30,Hyderabad,Telangana,0.7745
P784,Pharma Chemists,0.85,75,135,2026-02-28,Mumbai,Maharashtra,0.7127
P785,Life Chemists,0.4,112,166,2027-10-23,Hyderabad,Telangana,0.6627
P786,Care Pharmacy,4.78,57,149,2027-04-15,Chennai,Tamil Nadu,0.7063
P787,Life Medicals,1.75,62,2,2026-04-24,Bangalore,Karnataka,0.6424
P788,Med Pharmacy,1.02,75,175,2027-02-28,Hyderabad,Telangana,0.754
P789,Care Medicals,1.24,10,0,2027-02-23,Mumbai,Maharashtra,0.8128
P790,MedPlus Pharmacy,5.89,86,96,2026-12-19,Mumbai,Maharashtra,0.5871
P791,Wellness Drugstore,0.33,56,169,2028-06-21,Hyderabad,Telangana,0.8279
P792,Med Drugstore,1.76,42,0,2026-04-12,Pune,Maharashtra,0.6896
P793,Med Drugstore,1.41,20,67,2026-04-27,Ahmedabad,Gujarat,0.8573
P794,HealthPlus Chemists,1.89,47,125,2028-05-07,Chennai,Tamil Nadu,0.8125
P795,MedPlus Chemists,0.04,41,0,2027-05-03,Ahmedabad,Gujarat,0.7544
P796,Apollo Chemists,4.11,44,0,2026-02-21,Pune,Maharashtra,0.5864
P797,Care Medicals,5.38,75,100,2028-10-26,Ahmedabad,Gujarat,0.6378
P798,Pharma Chemists,1.67,83,186,2026-04-28,Chennai,Tamil Nadu,0.7085
P799,Apollo Chemists,2.39,69,145,2027-12-11,Kolkata,West Bengal,0.735
P800,Care Chemists,5.11,32,0,2027-11-02,Mumbai,Maharashtra,0.6454
P801,Pharma Drugstore,2.46,93,45,2028-01-31,Chennai,Tamil Nadu,0.5944
P802,Care Chemists,0.33,38,176,2026-05-28,Ahmedabad,Gujarat,0.8804
P803,HealthPlus Medicals,1.72,15,6,2027-04-08,Ahmedabad,Gujarat,0.7929
P804,Med Pharmacy,1.87,94,78,2028-06-13,Bangalore,Karnataka,0.6485
P805,Apollo Drugstore,1.1,22,0,2026-08-05,Chennai,Tamil Nadu,0.7815
P806,Pharma Medicals,2.67,86,0,2026-09-21,Ahmedabad,Gujarat,0.553
P807,Apollo Chemists,5.45,85,62,2026-08-30,Bangalore,Karnataka,0.5593
P808,Wellness Pharmacy,5.2,70,24,2026-11-20,Mumbai,Maharashtra,0.5622
P809,MedPlus Pharmacy,1.2,87,157,2027-01-25,Pune,Maharashtra,0.7143
P810,Life Chemists,0.24,49,175,2026-09-13,Kolkata,West Bengal,0.8507
P811,HealthPlus Pharmacy,8.38,85,0,2027-06-19,Delhi,Delhi,0.4036
P812,Med Medicals,3.65,69,42,2026-02-27,Delhi,Delhi,0.5824
P813,MedPlus Chemists,0.27,25,0,2025-12-20,Delhi,Delhi,0.7004
P814,MedPlus Drugstore,5.07,80,197,2026-08-22,Chennai,Tamil Nadu,0.6315
P815,Wellness Drugstore,4.08,85,105,2026-11-28,Bangalore,Karnataka,0.6433
P816,Wellness Chemists,1.46,113,22,2027-08-14,Kolkata,West Bengal,0.534
P817,Med Pharmacy,1.79,83,49,2026-06-19,Kolkata,West Bengal,0.6464
P818,HealthPlus Chemists,1.02,106,53,2027-01-06,Mumbai,Maharashtra,0.6049
P819,Wellness Chemists,0.11,73,40,2026-03-04,Bangalore,Karnataka,0.6661
P820,Life Drugstore,0.82,44,64,2028-06-21,Bangalore,Karnataka,0.8048
P821,MedPlus Pharmacy,3.25,78,40,2028-08-25,Mumbai,Maharashtra,0.6108
P822,MedPlus Medicals,0.01,79,148,2027-01-17,Kolkata,West Bengal,0.7693
P823,HealthPlus Pharmacy,0.81,53,25,2028-03-29,Chennai,Tamil Nadu,0.7301
P824,Med Medicals,1.02,29,149,2028-05-16,Delhi,Delhi,0.8882
P825,HealthPlus Chemists,1.54,39,95,2027-01-07,Kolkata,West Bengal,0.8389
P826,Care Medicals,5.05,51,8,2026-04-07,Hyderabad,Telangana,0.5821
P827,Wellness Pharmacy,0.85,78,107,2027-11-09,Chennai,Tamil Nadu,0.7498
P828,Care Medicals,0.85,116,156,2027-03-21,Mumbai,Maharashtra,0.639
P829,Med Chemists,2.68,50,121,2027-06-30,Bangalore,Karnataka,0.7827
P830,Med Medicals,1.2,46,111,2026-10-07,Bangalore,Karnataka,0.8338
P831,Med Pharmacy,0.51,25,187,2026-02-12,Pune,Maharashtra,0.8565
P832,Med Chemists,1.2,31,126,2025-12-31,Pune,Maharashtra,0.7908
P833,HealthPlus Medicals,0.3,59,61,2026-06-09,Bangalore,Karnataka,0.7712
P834,Pharma Drugstore,0.39,47,117,2026-01-24,Ahmedabad,Gujarat,0.7824
P835,Pharma Medicals,1.38,61,94,2025-12-08,Mumbai,Maharashtra,0.675
P836,Med Drugstore,1.09,73,75,2027-06-11,Chennai,Tamil Nadu,0.7268
P837,MedPlus Drugstore,4.93,28,172,2026-03-21,Mumbai,Maharashtra,0.7556
P838,Med Drugstore,0.9,83,10,2026-11-29,Mumbai,Maharashtra,0.6214
P839,HealthPlus Medicals,1.74,54,138,2028-08-11,Chennai,Tamil Nadu,0.7961
P840,HealthPlus Drugstore,2.0,78,68,2028-04-20,Hyderabad,Telangana,0.6792
P841,Apollo Pharmacy,0.03,63,115,2026-08-14,Ahmedabad,Gujarat,0.8155
P842,Care Chemists,2.18,95,172,2026-04-19,Chennai,Tamil Nadu,0.6537
P843,Pharma Pharmacy,0.39,27,45,2026-05-12,Mumbai,Maharashtra,0.8421
P844,Wellness Drugstore,6.49,41,37,2027-01-28,Bangalore,Karnataka,0.6286
P845,Care Chemists,0.32,103,33,2028-04-14,Ahmedabad,Gujarat,0.6073
P846,Apollo Drugstore,1.07,31,5,2027-03-26,Kolkata,West Bengal,0.7623
P847,Med Drugstore,0.18,108,83,2028-06-04,Ahmedabad,Gujarat,0.6589
P848,Care Medicals,11.54,49,66,2028-01-06,Hyderabad,Telangana,0.5069
P849,Apollo Medicals,1.4,59,116,2026-10-31,Hyderabad,Telangana,0.7906
P850,Wellness Medicals,1.81,115,39,2026-08-02,Bangalore,Karnataka,0.5401
P851,Life Medicals,0.14,69,94,2026-02-15,Kolkata,West Bengal,0.7327
P852,Life Medicals,2.77,66,138,2027-08-15,Mumbai,Maharashtra,0.7336
P853,Apollo Chemists,0.47,92,37,2027-09-22,Delhi,Delhi,0.6404
P854,Apollo Drugstore,4.57,109,75,2027-07-22,Delhi,Delhi,0.529
P855,Pharma Drugstore,0.46,42,122,2026-09-17,Mumbai,Maharashtra,0.8652
P856,Care Pharmacy,0.42,75,56,2026-06-13,Kolkata,West Bengal,0.715
P857,Apollo Medicals,0.07,95,56,2027-06-28,Chennai,Tamil Nadu,0.6661
P858,Apollo Pharmacy,1.28,100,114,2026-06-02,Pune,Maharashtra,0.6742
P859,HealthPlus Chemists,1.66,64,154,2026-03-30,Kolkata,West Bengal,0.7441
P860,Med Medicals,0.14,70,98,2027-07-11,Kolkata,West Bengal,0.7896
P861,Life Drugstore,2.99,89,0,2028-06-02,Pune,Maharashtra,0.5357
P862,Pharma Drugstore,1.21,50,186,2028-04-22,Pune,Maharashtra,0.8219
P863,Wellness Pharmacy,1.49,29,77,2027-10-23,Mumbai,Maharashtra,0.8469
P864,Med Pharmacy,1.16,18,163,2028-04-02,Delhi,Delhi,0.9166
P865,Pharma Medicals,1.02,35,97,2028-09-05,Bangalore,Karnataka,0.867
P866,Care Drugstore,1.64,85,189,2026-01-29,Bangalore,Karnataka,0.6417
P867,Wellness Drugstore,0.34,73,163,2028-07-30,Mumbai,Maharashtra,0.778
P868,Care Chemists,0.4,42,176,2026-02-02,Mumbai,Maharashtra,0.8029
P869,Care Chemists,3.96,32,190,2028-08-16,Pune,Maharashtra,0.8011
P870,Care Chemists,5.84,31,131,2026-01-10,Hyderabad,Telangana,0.674
P871,Wellness Pharmacy,0.93,33,118,2026-09-09,Kolkata,West Bengal,0.8789
P872,Wellness Pharmacy,0.63,50,107,2027-12-05,Bangalore,Karnataka,0.8374
P873,Care Drugstore,2.07,92,19,2026-12-16,Mumbai,Maharashtra,0.5752
P874,Wellness Drugstore,1.05,71,175,2027-06-14,Kolkata,West Bengal,0.7649
P875,MedPlus Drugstore,0.05,23,35,2028-01-08,Ahmedabad,Gujarat,0.8503
P876,Med Drugstore,0.34,28,55,2027-03-03,Chennai,Tamil Nadu,0.853
P877,MedPlus Chemists,2.52,92,19,2026-08-31,Bangalore,Karnataka,0.5632
P878,Pharma Drugstore,2.15,66,92,2028-05-29,Kolkata,West Bengal,0.7402
P879,Wellness Drugstore,0.05,31,30,2026-09-23,Chennai,Tamil Nadu,0.8207
P880,Care Medicals,0.5,35,20,2026-07-22,Mumbai,Maharashtra,0.7846
P881,Apollo Chemists,0.53,61,50,2028-10-22,Bangalore,Karnataka,0.7455
P882,Pharma Pharmacy,2.23,38,16,2025-12-27,Mumbai,Maharashtra,0.6351
P883,MedPlus Medicals,0.04,108,51,2027-11-25,Bangalore,Karnataka,0.6227
P884,MedPlus Medicals,0.22,70,148,2026-10-30,Chennai,Tamil Nadu,0.79
P885,MedPlus Pharmacy,3.22,103,3,2027-01-02,Hyderabad,Telangana,0.4925
P886,Wellness Pharmacy,0.39,46,54,2028-08-04,Kolkata,West Bengal,0.7979
P887,Wellness Chemists,2.12,23,90,2028-04-22,Chennai,Tamil Nadu,0.8639
P888,HealthPlus Chemists,0.54,43,80,2026-07-19,Delhi,Delhi,0.8352
P889,Pharma Drugstore,0.21,58,0,2027-10-08,Ahmedabad,Gujarat,0.7002
P890,MedPlus Chemists,0.56,55,153,2028-06-02,Chennai,Tamil Nadu,0.8246
P891,Med Drugstore,2.56,65,17,2028-08-06,Kolkata,West Bengal,0.6384
P892,Wellness Pharmacy,3.87,88,26,2026-05-29,Mumbai,Maharashtra,0.5476
P893,Wellness Chemists,3.55,78,151,2026-11-16,Mumbai,Maharashtra,0.6778
P894,Life Medicals,1.01,54,152,2028-03-12,Mumbai,Maharashtra,0.8156
P895,HealthPlus Chemists,2.21,76,195,2027-06-18,Pune,Maharashtra,0.7194
P896,Life Chemists,0.46,109,103,2028-10-18,Hyderabad,Telangana,0.6698
P897,Wellness Chemists,0.69,21,64,2027-03-23,Delhi,Delhi,0.8754
P898,Apollo Pharmacy,4.53,37,17,2026-01-29,Delhi,Delhi,0.6009
P899,Med Drugstore,0.03,33,159,2026-05-11,Ahmedabad,Gujarat,0.9029
P900,Pharma Medicals,0.18,63,127,2027-05-25,Kolkata,West Bengal,0.8115
P901,Apollo Pharmacy,0.47,88,30,2027-09-11,Pune,Maharashtra,0.6433
P902,Pharma Chemists,0.05,10,45,2027-08-18,Delhi,Delhi,0.9008
P903,Pharma Chemists,0.4,31,183,2026-07-18,Ahmedabad,Gujarat,0.8989
P904,Pharma Chemists,1.75,103,40,2028-02-15,Hyderabad,Telangana,0.5779
P905,Pharma Chemists,1.09,104,90,2027-07-11,Kolkata,West Bengal,0.6551
P906,Apollo Pharmacy,4.46,81,32,2027-11-20,Bangalore,Karnataka,0.5598
P907,Life Chemists,3.4,30,88,2028-03-28,Kolkata,West Bengal,0.8068
P908,Apollo Medicals,0.84,43,165,2026-05-28,Mumbai,Maharashtra,0.8522
P909,Care Pharmacy,0.6,53,5,2026-02-20,Ahmedabad,Gujarat,0.6593
P910,Med Chemists,0.96,39,178,2026-01-20,Kolkata,West Bengal,0.7877
P911,Med Chemists,1.78,64,25,2026-06-28,Chennai,Tamil Nadu,0.6721
P912,Life Chemists,0.62,94,195,2026-11-12,Hyderabad,Telangana,0.7093
P913,Life Chemists,1.96,45,162,2026-05-09,Chennai,Tamil Nadu,0.8165
P914,Care Drugstore,1.05,20,146,2027-03-13,Mumbai,Maharashtra,0.9137
P915,MedPlus Drugstore,1.61,41,145,2028-08-05,Pune,Maharashtra,0.8375
P916,HealthPlus Drugstore,1.15,34,77,2027-08-12,Pune,Maharashtra,0.8414
P917,Life Medicals,0.7,70,64,2028-06-21,Delhi,Delhi,0.7322
P918,Apollo Medicals,5.93,93,54,2028-07-20,Hyderabad,Telangana,0.5131
P919,Med Pharmacy,2.88,77,93,2027-04-12,Delhi,Delhi,0.6899
P920,Care Chemists,0.3,67,16,2028-03-29,Hyderabad,Telangana,0.6916
P921,Care Medicals,4.06,58,153,2027-04-08,Mumbai,Maharashtra,0.7226
P922,Wellness Medicals,1.34,15,79,2028-05-17,Pune,Maharashtra,0.8943
P923,Apollo Medicals,4.5,33,0,2027-06-27,Delhi,Delhi,0.6587
P924,Apollo Chemists,3.22,10,21,2027-08-08,Mumbai,Maharashtra,0.7862
P925,Med Drugstore,1.11,111,23,2026-09-19,Chennai,Tamil Nadu,0.5504
P926,MedPlus Pharmacy,0.05,92,148,2027-05-05,Ahmedabad,Gujarat,0.7303
P927,MedPlus Medicals,0.63,84,197,2027-10-11,Pune,Maharashtra,0.7382
P928,HealthPlus Chemists,1.56,36,27,2027-06-21,Ahmedabad,Gujarat,0.7622
P929,Med Drugstore,2.01,81,125,2026-07-25,Kolkata,West Bengal,0.7102
P930,Med Chemists,0.6,66,71,2026-09-28,Kolkata,West Bengal,0.7552
P931,Pharma Drugstore,0.3,44,165,2026-02-15,Bangalore,Karnataka,0.8088
P932,HealthPlus Drugstore,3.6,87,79,2027-12-19,Mumbai,Maharashtra,0.624
P933,HealthPlus Chemists,8.32,54,100,2027-05-13,Hyderabad,Telangana,0.6206
P934,MedPlus Medicals,1.49,49,41,2027-09-16,Pune,Maharashtra,0.7436
P935,Apollo Drugstore,0.38,41,199,2028-07-27,Pune,Maharashtra,0.8703
P936,Life Chemists,0.64,43,41,2028-10-07,Mumbai,Maharashtra,0.7838
P937,Life Chemists,0.04,105,140,2028-06-21,Bangalore,Karnataka,0.6927
P938,Apollo Medicals,4.91,99,164,2028-03-05,Chennai,Tamil Nadu,0.5803
P939,Care Drugstore,0.25,80,28,2028-10-28,Delhi,Delhi,0.67
